image_path,image_filename,image_datetime,station,lat,lon,measurement_datetime,moisture,time_diff_hours
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241204_112452_73_2523_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241204_112452_73_2523_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:24:52,Carretoro,41.26504,-5.38049,2024-12-04 09:00:00,0.03,2.4144444444444444
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241204_112539_69_24f8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241204_112539_69_24f8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:25:39,Carretoro,41.26504,-5.38049,2024-12-04 09:00:00,0.03,2.4275
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241204_112452_73_2523_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241204_112452_73_2523_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:24:52,Carretoro,41.26504,-5.38049,2024-12-04 10:00:00,0.0299,1.4144444444444444
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241204_112539_69_24f8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241204_112539_69_24f8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:25:39,Carretoro,41.26504,-5.38049,2024-12-04 10:00:00,0.0299,1.4275
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241204_112452_73_2523_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241204_112452_73_2523_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:24:52,Carretoro,41.26504,-5.38049,2024-12-04 11:00:00,0.0304,0.41444444444444445
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241204_112539_69_24f8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241204_112539_69_24f8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:25:39,Carretoro,41.26504,-5.38049,2024-12-04 11:00:00,0.0304,0.4275
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241204_112452_73_2523_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241204_112452_73_2523_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:24:52,Carretoro,41.26504,-5.38049,2024-12-04 12:00:00,0.0304,0.5855555555555556
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241204_112539_69_24f8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241204_112539_69_24f8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:25:39,Carretoro,41.26504,-5.38049,2024-12-04 12:00:00,0.0304,0.5725
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241204_112452_73_2523_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241204_112452_73_2523_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:24:52,Carretoro,41.26504,-5.38049,2024-12-04 13:00:00,0.0309,1.5855555555555556
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241204_112539_69_24f8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241204_112539_69_24f8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:25:39,Carretoro,41.26504,-5.38049,2024-12-04 13:00:00,0.0309,1.5725
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241204_112452_73_2523_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241204_112452_73_2523_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:24:52,Carretoro,41.26504,-5.38049,2024-12-04 14:00:00,0.0309,2.5855555555555556
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241204_112539_69_24f8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241204_112539_69_24f8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:25:39,Carretoro,41.26504,-5.38049,2024-12-04 14:00:00,0.0309,2.5725
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_104310_50_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_104310_50_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 10:43:10,Carretoro,41.26504,-5.38049,2024-12-05 08:00:00,0.0292,2.7194444444444446
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_104312_52_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_104312_52_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 10:43:12,Carretoro,41.26504,-5.38049,2024-12-05 08:00:00,0.0292,2.72
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_104310_50_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_104310_50_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 10:43:10,Carretoro,41.26504,-5.38049,2024-12-05 09:00:00,0.029,1.7194444444444446
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_104312_52_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_104312_52_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 10:43:12,Carretoro,41.26504,-5.38049,2024-12-05 09:00:00,0.029,1.72
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_112504_01_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_112504_01_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:04,Carretoro,41.26504,-5.38049,2024-12-05 09:00:00,0.029,2.417777777777778
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_112506_29_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_112506_29_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:06,Carretoro,41.26504,-5.38049,2024-12-05 09:00:00,0.029,2.4183333333333334
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_104310_50_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_104310_50_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 10:43:10,Carretoro,41.26504,-5.38049,2024-12-05 10:00:00,0.0294,0.7194444444444444
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_104312_52_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_104312_52_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 10:43:12,Carretoro,41.26504,-5.38049,2024-12-05 10:00:00,0.0294,0.72
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_112504_01_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_112504_01_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:04,Carretoro,41.26504,-5.38049,2024-12-05 10:00:00,0.0294,1.4177777777777778
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_112506_29_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_112506_29_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:06,Carretoro,41.26504,-5.38049,2024-12-05 10:00:00,0.0294,1.4183333333333332
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_104310_50_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_104310_50_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 10:43:10,Carretoro,41.26504,-5.38049,2024-12-05 11:00:00,0.0297,0.28055555555555556
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_104312_52_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_104312_52_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 10:43:12,Carretoro,41.26504,-5.38049,2024-12-05 11:00:00,0.0297,0.28
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_112504_01_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_112504_01_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:04,Carretoro,41.26504,-5.38049,2024-12-05 11:00:00,0.0297,0.4177777777777778
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_112506_29_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_112506_29_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:06,Carretoro,41.26504,-5.38049,2024-12-05 11:00:00,0.0297,0.41833333333333333
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_104310_50_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_104310_50_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 10:43:10,Carretoro,41.26504,-5.38049,2024-12-05 12:00:00,0.0297,1.2805555555555554
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_104312_52_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_104312_52_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 10:43:12,Carretoro,41.26504,-5.38049,2024-12-05 12:00:00,0.0297,1.28
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_112504_01_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_112504_01_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:04,Carretoro,41.26504,-5.38049,2024-12-05 12:00:00,0.0297,0.5822222222222222
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_112506_29_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_112506_29_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:06,Carretoro,41.26504,-5.38049,2024-12-05 12:00:00,0.0297,0.5816666666666667
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_104310_50_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_104310_50_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 10:43:10,Carretoro,41.26504,-5.38049,2024-12-05 13:00:00,0.0301,2.2805555555555554
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_104312_52_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_104312_52_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 10:43:12,Carretoro,41.26504,-5.38049,2024-12-05 13:00:00,0.0301,2.28
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_112504_01_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_112504_01_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:04,Carretoro,41.26504,-5.38049,2024-12-05 13:00:00,0.0301,1.5822222222222222
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_112506_29_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_112506_29_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:06,Carretoro,41.26504,-5.38049,2024-12-05 13:00:00,0.0301,1.5816666666666668
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_112504_01_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_112504_01_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:04,Carretoro,41.26504,-5.38049,2024-12-05 14:00:00,0.03,2.582222222222222
